seed,tool,t,phase,rx,ry,rz,fa,fb,frack,na,nb,nrack,grip_q,tool_z,ee_z
0,tape_roll,1.21,open,0.27246,0.05828,-0.0,0.0,0.0,0.68748,0,0,4,0.03689,0.80017,1.0133
0,tape_roll,1.22,open,0.27247,0.05828,-2e-05,0.0,0.0,0.68748,0,0,4,0.03612,0.80017,1.0133
0,tape_roll,1.23,open,0.27247,0.05828,-3e-05,0.0,0.0,0.68748,0,0,4,0.03558,0.80017,1.01331
0,tape_roll,1.24,open,0.27248,0.05828,-5e-05,0.0,0.0,0.68748,0,0,4,0.03518,0.80017,1.01332
0,tape_roll,1.25,open,0.27248,0.05828,-6e-05,0.0,0.0,0.68748,0,0,4,0.03486,0.80017,1.01333
0,tape_roll,1.26,open,0.27249,0.05828,-8e-05,0.0,0.0,0.68748,0,0,4,0.03461,0.80017,1.01334
0,tape_roll,1.27,open,0.27249,0.05828,-9e-05,0.0,0.0,0.68748,0,0,4,0.03441,0.80017,1.01334
0,tape_roll,1.28,open,0.27249,0.05828,-0.0001,0.0,0.0,0.68748,0,0,4,0.03425,0.80017,1.01335
0,tape_roll,1.29,open,0.2725,0.05828,-0.00011,0.0,0.0,0.68748,0,0,4,0.03412,0.80017,1.01335
0,tape_roll,1.3,open,0.2725,0.05828,-0.00012,0.0,0.0,0.68748,0,0,4,0.03401,0.80017,1.01336
0,tape_roll,1.31,open,0.27251,0.05828,-0.00013,0.0,0.0,0.68748,0,0,4,0.03279,0.80017,1.01337
0,tape_roll,1.32,open,0.27252,0.05828,-0.00015,0.0,0.0,0.68748,0,0,4,0.03193,0.80017,1.01338
0,tape_roll,1.33,open,0.27252,0.05828,-0.00018,0.0,0.0,0.68748,0,0,4,0.03133,0.80017,1.01339
0,tape_roll,1.34,open,0.27253,0.05828,-0.0002,0.0,0.0,0.68748,0,0,4,0.0309,0.80017,1.0134
0,tape_roll,1.35,open,0.27254,0.05828,-0.00022,0.0,0.0,0.68748,0,0,4,0.03056,0.80017,1.01341
0,tape_roll,1.36,open,0.27255,0.05828,-0.00023,0.0,0.0,0.68748,0,0,4,0.03029,0.80017,1.01343
0,tape_roll,1.37,open,0.27255,0.05828,-0.00025,0.0,0.0,0.68748,0,0,4,0.03007,0.80017,1.01343
0,tape_roll,1.38,open,0.27256,0.05828,-0.00027,0.0,0.0,0.68748,0,0,4,0.0299,0.80017,1.01344
0,tape_roll,1.39,open,0.27256,0.05828,-0.00028,0.0,0.0,0.68748,0,0,4,0.02976,0.80017,1.01345
0,tape_roll,1.4,open,0.27257,0.05828,-0.00029,0.0,0.0,0.68748,0,0,4,0.02965,0.80017,1.01346
0,tape_roll,1.41,open,0.27257,0.05828,-0.00031,0.0,0.0,0.68748,0,0,4,0.02842,0.80017,1.01347
0,tape_roll,1.42,open,0.27258,0.05828,-0.00033,0.0,0.0,0.68748,0,0,4,0.02755,0.80017,1.01348
0,tape_roll,1.43,open,0.27259,0.05828,-0.00036,0.0,0.0,0.68748,0,0,4,0.02695,0.80017,1.0135
0,tape_roll,1.44,open,0.2726,0.05828,-0.00038,0.0,0.0,0.68748,0,0,4,0.02651,0.80017,1.01351
0,tape_roll,1.45,open,0.27261,0.05828,-0.0004,0.0,0.0,0.68748,0,0,4,0.02617,0.80017,1.01352
0,tape_roll,1.46,open,0.27262,0.05828,-0.00042,0.0,0.0,0.68748,0,0,4,0.0259,0.80017,1.01353
0,tape_roll,1.47,open,0.27263,0.05828,-0.00044,0.0,0.0,0.68748,0,0,4,0.02568,0.80017,1.01354
0,tape_roll,1.48,open,0.27263,0.05828,-0.00046,0.0,0.0,0.68748,0,0,4,0.02551,0.80017,1.01355
0,tape_roll,1.49,open,0.27264,0.05828,-0.00047,0.0,0.0,0.68748,0,0,4,0.02537,0.80017,1.01356
0,tape_roll,1.5,open,0.27264,0.05828,-0.00049,0.0,0.0,0.68748,0,0,4,0.02525,0.80017,1.01357
0,tape_roll,1.51,open,0.27265,0.05828,-0.0005,0.0,0.0,0.68748,0,0,4,0.02402,0.80017,1.01358
0,tape_roll,1.52,open,0.27266,0.05828,-0.00053,0.0,0.0,0.68748,0,0,4,0.02315,0.80017,1.01359
0,tape_roll,1.53,open,0.27267,0.05828,-0.00056,0.0,0.0,0.68748,0,0,4,0.02255,0.80017,1.01361
0,tape_roll,1.54,open,0.27268,0.05828,-0.00058,0.0,0.0,0.68748,0,0,4,0.02211,0.80017,1.01362
0,tape_roll,1.55,open,0.27269,0.05828,-0.0006,0.0,0.0,0.68748,0,0,4,0.02177,0.80017,1.01364
0,tape_roll,1.56,open,0.2727,0.05828,-0.00062,0.0,0.0,0.68748,0,0,4,0.0215,0.80017,1.01365
0,tape_roll,1.57,open,0.2727,0.05828,-0.00064,0.0,0.0,0.68748,0,0,4,0.02129,0.80017,1.01366
0,tape_roll,1.58,open,0.27271,0.05828,-0.00066,0.0,0.0,0.68748,0,0,4,0.02111,0.80017,1.01367
0,tape_roll,1.59,open,0.27272,0.05828,-0.00068,0.0,0.0,0.68748,0,0,4,0.02097,0.80017,1.01368
0,tape_roll,1.6,open,0.27272,0.05828,-0.00069,0.0,0.0,0.68748,0,0,4,0.02086,0.80017,1.01369
0,tape_roll,1.61,reach_pre,0.27216,0.05809,-0.00268,0.0,0.0,0.68748,0,0,4,0.02082,0.80017,1.01358
0,tape_roll,1.62,reach_pre,0.27047,0.05778,-0.00554,0.0,0.0,0.68748,0,0,4,0.02077,0.80017,1.01282
0,tape_roll,1.63,reach_pre,0.26801,0.05752,-0.00799,0.0,0.0,0.68748,0,0,4,0.02071,0.80017,1.01147
0,tape_roll,1.64,reach_pre,0.26519,0.05727,-0.01012,0.0,0.0,0.68748,0,0,4,0.02065,0.80017,1.0098
0,tape_roll,1.65,reach_pre,0.26222,0.05702,-0.01203,0.0,0.0,0.68748,0,0,4,0.02061,0.80017,1.00799
0,tape_roll,1.66,reach_pre,0.25918,0.05683,-0.01348,0.0,0.0,0.68748,0,0,4,0.02057,0.80017,1.00609
0,tape_roll,1.67,reach_pre,0.25628,0.05667,-0.01505,0.0,0.0,0.68748,0,0,4,0.02054,0.80017,1.00443
0,tape_roll,1.68,reach_pre,0.25433,0.05637,-0.01861,0.0,0.0,0.68748,0,0,4,0.02051,0.80017,1.00424
0,tape_roll,1.69,reach_pre,0.25352,0.05611,-0.02184,0.0,0.0,0.68748,0,0,4,0.02045,0.80017,1.00481
0,tape_roll,1.7,reach_pre,0.25339,0.05596,-0.02367,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,1.00538
0,tape_roll,1.71,reach_pre,0.25291,0.05538,-0.02623,0.0,0.0,0.68748,0,0,4,0.02043,0.80017,1.00561
0,tape_roll,1.72,reach_pre,0.25132,0.05455,-0.02899,0.0,0.0,0.68748,0,0,4,0.02045,0.80017,1.00497
0,tape_roll,1.73,reach_pre,0.2489,0.05383,-0.03117,0.0,0.0,0.68748,0,0,4,0.02045,0.80017,1.0036
0,tape_roll,1.74,reach_pre,0.24608,0.05317,-0.03296,0.0,0.0,0.68748,0,0,4,0.02045,0.80017,1.00186
0,tape_roll,1.75,reach_pre,0.2431,0.05257,-0.03446,0.0,0.0,0.68748,0,0,4,0.02044,0.80017,0.99992
0,tape_roll,1.76,reach_pre,0.24004,0.0522,-0.03551,0.0,0.0,0.68748,0,0,4,0.02043,0.80017,0.99789
0,tape_roll,1.77,reach_pre,0.23709,0.05193,-0.03667,0.0,0.0,0.68748,0,0,4,0.02043,0.80017,0.99609
0,tape_roll,1.78,reach_pre,0.23499,0.05142,-0.03972,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.99577
0,tape_roll,1.79,reach_pre,0.23408,0.05099,-0.04249,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.99624
0,tape_roll,1.8,reach_pre,0.2339,0.05073,-0.04413,0.0,0.0,0.68748,0,0,4,0.02034,0.80017,0.9968
0,tape_roll,1.81,reach_pre,0.23337,0.04986,-0.0465,0.0,0.0,0.68748,0,0,4,0.02039,0.80017,0.99706
0,tape_roll,1.82,reach_pre,0.23176,0.04863,-0.04893,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.99642
0,tape_roll,1.83,reach_pre,0.22933,0.04757,-0.05072,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.99499
0,tape_roll,1.84,reach_pre,0.22652,0.04662,-0.05208,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.99314
0,tape_roll,1.85,reach_pre,0.22355,0.04579,-0.05315,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.9911
0,tape_roll,1.86,reach_pre,0.22051,0.0453,-0.05381,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.98895
0,tape_roll,1.87,reach_pre,0.21755,0.045,-0.0545,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.98698
0,tape_roll,1.88,reach_pre,0.21533,0.04439,-0.05694,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.98645
0,tape_roll,1.89,reach_pre,0.21429,0.04383,-0.0593,0.0,0.0,0.68748,0,0,4,0.02036,0.80017,0.98681
0,tape_roll,1.9,reach_pre,0.21406,0.04348,-0.06079,0.0,0.0,0.68748,0,0,4,0.02033,0.80017,0.98735
0,tape_roll,1.91,reach_pre,0.2135,0.04236,-0.06295,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.98766
0,tape_roll,1.92,reach_pre,0.21189,0.04083,-0.06502,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.98701
0,tape_roll,1.93,reach_pre,0.20951,0.03953,-0.06639,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.98554
0,tape_roll,1.94,reach_pre,0.20675,0.03839,-0.06731,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.98361
0,tape_roll,1.95,reach_pre,0.20384,0.03741,-0.06794,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.98148
0,tape_roll,1.96,reach_pre,0.20087,0.0369,-0.0682,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.97924
0,tape_roll,1.97,reach_pre,0.19796,0.03664,-0.06847,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.97713
0,tape_roll,1.98,reach_pre,0.19567,0.036,-0.07033,0.0,0.0,0.68748,0,0,4,0.02039,0.80017,0.97641
0,tape_roll,1.99,reach_pre,0.19456,0.03537,-0.07229,0.0,0.0,0.68748,0,0,4,0.02035,0.80017,0.97665
0,tape_roll,2.0,reach_pre,0.19428,0.03495,-0.07363,0.0,0.0,0.68748,0,0,4,0.02033,0.80017,0.97717
0,tape_roll,2.01,reach_pre,0.19371,0.03363,-0.07556,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.97751
0,tape_roll,2.02,reach_pre,0.19215,0.03189,-0.07725,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.97689
0,tape_roll,2.03,reach_pre,0.18984,0.03044,-0.0782,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.97538
0,tape_roll,2.04,reach_pre,0.18718,0.02921,-0.07868,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.9734
0,tape_roll,2.05,reach_pre,0.18438,0.02819,-0.07888,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.97119
0,tape_roll,2.06,reach_pre,0.18152,0.02772,-0.07876,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.96888
0,tape_roll,2.07,reach_pre,0.1787,0.02756,-0.07863,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.96665
0,tape_roll,2.08,reach_pre,0.17641,0.02696,-0.07997,0.0,0.0,0.68748,0,0,4,0.02039,0.80017,0.96576
0,tape_roll,2.09,reach_pre,0.17526,0.02632,-0.08155,0.0,0.0,0.68748,0,0,4,0.02035,0.80017,0.96588
0,tape_roll,2.1,reach_pre,0.17495,0.02585,-0.08272,0.0,0.0,0.68748,0,0,4,0.02032,0.80017,0.96637
0,tape_roll,2.11,reach_pre,0.17439,0.02438,-0.0844,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.96676
0,tape_roll,2.12,reach_pre,0.17291,0.02251,-0.08572,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.96616
0,tape_roll,2.13,reach_pre,0.17072,0.02101,-0.08626,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.96464
0,tape_roll,2.14,reach_pre,0.16819,0.01978,-0.08633,0.0,0.0,0.68748,0,0,4,0.02042,0.80017,0.96262
0,tape_roll,2.15,reach_pre,0.16554,0.0188,-0.08612,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.96036
0,tape_roll,2.16,reach_pre,0.16284,0.01844,-0.08566,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.95798
0,tape_roll,2.17,reach_pre,0.16017,0.01843,-0.08519,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.95567
0,tape_roll,2.18,reach_pre,0.15794,0.01794,-0.08604,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.95462
0,tape_roll,2.19,reach_pre,0.15679,0.01733,-0.08726,0.0,0.0,0.68748,0,0,4,0.02034,0.80017,0.95463
0,tape_roll,2.2,reach_pre,0.15645,0.01683,-0.08828,0.0,0.0,0.68748,0,0,4,0.02032,0.80017,0.95509
0,tape_roll,2.21,reach_pre,0.15592,0.01527,-0.08972,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.95551
0,tape_roll,2.22,reach_pre,0.15456,0.01334,-0.09067,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.95495
0,tape_roll,2.23,reach_pre,0.15252,0.01187,-0.09083,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.95343
0,tape_roll,2.24,reach_pre,0.15017,0.01073,-0.09053,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.95138
0,tape_roll,2.25,reach_pre,0.14771,0.00987,-0.08996,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.94909
0,tape_roll,2.26,reach_pre,0.14521,0.00967,-0.0892,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.94668
0,tape_roll,2.27,reach_pre,0.14273,0.00986,-0.08843,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.9443
0,tape_roll,2.28,reach_pre,0.1406,0.00953,-0.08886,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.94312
0,tape_roll,2.29,reach_pre,0.13949,0.00898,-0.08977,0.0,0.0,0.68748,0,0,4,0.02034,0.80017,0.94303
0,tape_roll,2.3,reach_pre,0.13915,0.00847,-0.09063,0.0,0.0,0.68748,0,0,4,0.02032,0.80017,0.94344
0,tape_roll,2.31,reach_pre,0.13867,0.00685,-0.09184,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.9439
0,tape_roll,2.32,reach_pre,0.13744,0.00495,-0.09246,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.94339
0,tape_roll,2.33,reach_pre,0.1356,0.00358,-0.09229,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.94188
0,tape_roll,2.34,reach_pre,0.13346,0.00259,-0.09166,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.93983
0,tape_roll,2.35,reach_pre,0.13122,0.00191,-0.09079,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.93752
0,tape_roll,2.36,reach_pre,0.12896,0.00192,-0.08978,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.93509
0,tape_roll,2.37,reach_pre,0.12672,0.00233,-0.08878,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.93268
0,tape_roll,2.38,reach_pre,0.12475,0.00219,-0.08886,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.93138
0,tape_roll,2.39,reach_pre,0.12369,0.00173,-0.0895,0.0,0.0,0.68748,0,0,4,0.02034,0.80017,0.9312
0,tape_roll,2.4,reach_pre,0.12336,0.00123,-0.09022,0.0,0.0,0.68748,0,0,4,0.02031,0.80017,0.93157
0,tape_roll,2.41,reach_pre,0.12295,-0.0004,-0.09121,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.93207
0,tape_roll,2.42,reach_pre,0.1219,-0.00223,-0.09153,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.9316
0,tape_roll,2.43,reach_pre,0.12028,-0.00345,-0.09109,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.93012
0,tape_roll,2.44,reach_pre,0.11839,-0.00423,-0.0902,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.92808
0,tape_roll,2.45,reach_pre,0.11641,-0.00467,-0.0891,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.92577
0,tape_roll,2.46,reach_pre,0.11441,-0.00442,-0.0879,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.92334
0,tape_roll,2.47,reach_pre,0.11244,-0.00377,-0.08673,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.92091
0,tape_roll,2.48,reach_pre,0.11067,-0.00371,-0.08654,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.91954
0,tape_roll,2.49,reach_pre,0.10971,-0.00406,-0.08694,0.0,0.0,0.68748,0,0,4,0.02034,0.80017,0.91928
0,tape_roll,2.5,reach_pre,0.10939,-0.00454,-0.08754,0.0,0.0,0.68748,0,0,4,0.02032,0.80017,0.91962
0,tape_roll,2.51,reach_pre,0.10906,-0.00616,-0.08833,0.0,0.0,0.68748,0,0,4,0.02036,0.80017,0.92016
0,tape_roll,2.52,reach_pre,0.10822,-0.00788,-0.08842,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.91974
0,tape_roll,2.53,reach_pre,0.10685,-0.0089,-0.08777,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.9183
0,tape_roll,2.54,reach_pre,0.10524,-0.00944,-0.08669,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.91628
0,tape_roll,2.55,reach_pre,0.10355,-0.00962,-0.08542,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.91399
0,tape_roll,2.56,reach_pre,0.10185,-0.00911,-0.08411,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.91157
0,tape_roll,2.57,reach_pre,0.10017,-0.00822,-0.08283,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.90915
0,tape_roll,2.58,reach_pre,0.09864,-0.00794,-0.08243,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.90773
0,tape_roll,2.59,reach_pre,0.0978,-0.00817,-0.08265,0.0,0.0,0.68748,0,0,4,0.02034,0.80017,0.90741
0,tape_roll,2.6,reach_pre,0.0975,-0.00864,-0.08314,0.0,0.0,0.68748,0,0,4,0.02032,0.80017,0.90772
0,tape_roll,2.61,reach_pre,0.09728,-0.01022,-0.08377,0.0,0.0,0.68748,0,0,4,0.02036,0.80017,0.90829
0,tape_roll,2.62,reach_pre,0.09666,-0.0118,-0.08368,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.90793
0,tape_roll,2.63,reach_pre,0.09557,-0.01261,-0.08287,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.90654
0,tape_roll,2.64,reach_pre,0.09426,-0.01289,-0.08168,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.90456
0,tape_roll,2.65,reach_pre,0.09288,-0.01279,-0.08032,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.9023
0,tape_roll,2.66,reach_pre,0.09151,-0.01203,-0.07895,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.89991
0,tape_roll,2.67,reach_pre,0.09015,-0.01089,-0.07763,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.89752
0,tape_roll,2.68,reach_pre,0.0889,-0.01041,-0.0771,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.89608
0,tape_roll,2.69,reach_pre,0.08818,-0.01054,-0.07719,0.0,0.0,0.68748,0,0,4,0.02034,0.80017,0.89572
0,tape_roll,2.7,reach_pre,0.08793,-0.01098,-0.07759,0.0,0.0,0.68748,0,0,4,0.02032,0.80017,0.89602
0,tape_roll,2.71,reach_pre,0.08782,-0.01252,-0.07809,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.89662
0,tape_roll,2.72,reach_pre,0.08745,-0.01395,-0.07787,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.89632
0,tape_roll,2.73,reach_pre,0.08665,-0.01453,-0.07698,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.89499
0,tape_roll,2.74,reach_pre,0.08566,-0.01456,-0.07575,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.89306
0,tape_roll,2.75,reach_pre,0.08462,-0.01418,-0.07437,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.89085
0,tape_roll,2.76,reach_pre,0.08359,-0.01318,-0.07301,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.88851
0,tape_roll,2.77,reach_pre,0.08258,-0.01183,-0.0717,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.88616
0,tape_roll,2.78,reach_pre,0.08161,-0.01117,-0.0711,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.88473
0,tape_roll,2.79,reach_pre,0.08105,-0.0112,-0.07111,0.0,0.0,0.68748,0,0,4,0.02035,0.80017,0.88436
0,tape_roll,2.8,reach_pre,0.08084,-0.01163,-0.07143,0.0,0.0,0.68748,0,0,4,0.02033,0.80017,0.88464
0,tape_roll,2.81,reach_pre,0.08086,-0.01313,-0.07183,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.88528
0,tape_roll,2.82,reach_pre,0.08074,-0.01441,-0.07153,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.88505
0,tape_roll,2.83,reach_pre,0.08026,-0.01478,-0.07064,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.88378
0,tape_roll,2.84,reach_pre,0.07961,-0.01456,-0.06943,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.88191
0,tape_roll,2.85,reach_pre,0.07892,-0.01394,-0.0681,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.87977
0,tape_roll,2.86,reach_pre,0.07825,-0.01272,-0.0668,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.87749
0,tape_roll,2.87,reach_pre,0.0776,-0.01118,-0.06556,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.87521
0,tape_roll,2.88,reach_pre,0.07694,-0.01037,-0.06495,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.87381
0,tape_roll,2.89,reach_pre,0.07654,-0.01035,-0.06491,0.0,0.0,0.68748,0,0,4,0.02035,0.80017,0.87345
0,tape_roll,2.9,reach_pre,0.07637,-0.01077,-0.06518,0.0,0.0,0.68748,0,0,4,0.02033,0.80017,0.87374
0,tape_roll,2.91,reach_pre,0.07653,-0.01223,-0.06551,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.87442
0,tape_roll,2.92,reach_pre,0.07668,-0.01339,-0.06518,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.87425
0,tape_roll,2.93,reach_pre,0.07652,-0.01358,-0.06432,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.87305
0,tape_roll,2.94,reach_pre,0.07622,-0.01314,-0.06319,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.87126
0,tape_roll,2.95,reach_pre,0.0759,-0.0123,-0.06197,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.86919
0,tape_roll,2.96,reach_pre,0.07559,-0.01091,-0.06079,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.867
0,tape_roll,2.97,reach_pre,0.07531,-0.00922,-0.05966,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.86479
0,tape_roll,2.98,reach_pre,0.07497,-0.00832,-0.05908,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.86346
0,tape_roll,2.99,reach_pre,0.07473,-0.00826,-0.05903,0.0,0.0,0.68748,0,0,4,0.02036,0.80017,0.86314
0,tape_roll,3.0,reach_pre,0.07462,-0.00869,-0.05927,0.0,0.0,0.68748,0,0,4,0.02034,0.80017,0.86344
0,tape_roll,3.01,reach_pre,0.07491,-0.01014,-0.05954,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.86416
0,tape_roll,3.02,reach_pre,0.07533,-0.0112,-0.05922,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.86406
0,tape_roll,3.03,reach_pre,0.07551,-0.01124,-0.05844,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.86294
0,tape_roll,3.04,reach_pre,0.07556,-0.01064,-0.05745,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.86124
0,tape_roll,3.05,reach_pre,0.0756,-0.00963,-0.05638,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.85926
0,tape_roll,3.06,reach_pre,0.07566,-0.00811,-0.05535,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.85716
0,tape_roll,3.07,reach_pre,0.07576,-0.00632,-0.05437,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.85505
0,tape_roll,3.08,reach_pre,0.07574,-0.00538,-0.05387,0.0,0.0,0.68748,0,0,4,0.02039,0.80017,0.85382
0,tape_roll,3.09,reach_pre,0.07567,-0.00533,-0.05383,0.0,0.0,0.68748,0,0,4,0.02036,0.80017,0.85355
0,tape_roll,3.1,reach_pre,0.0756,-0.00578,-0.05403,0.0,0.0,0.68748,0,0,4,0.02035,0.80017,0.85387
0,tape_roll,3.11,reach_pre,0.07603,-0.00724,-0.05427,0.0,0.0,0.68748,0,0,4,0.02038,0.80017,0.85463
0,tape_roll,3.12,reach_pre,0.07673,-0.00825,-0.05399,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.85461
0,tape_roll,3.13,reach_pre,0.07723,-0.00819,-0.05332,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.85358
0,tape_roll,3.14,reach_pre,0.07765,-0.00747,-0.05249,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.85197
0,tape_roll,3.15,reach_pre,0.07805,-0.00636,-0.05161,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.85009
0,tape_roll,3.16,reach_pre,0.07849,-0.00477,-0.05076,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.8481
0,tape_roll,3.17,reach_pre,0.07895,-0.00293,-0.04995,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.8461
0,tape_roll,3.18,reach_pre,0.07925,-0.00201,-0.04955,0.0,0.0,0.68748,0,0,4,0.02039,0.80017,0.845
0,tape_roll,3.19,reach_pre,0.07934,-0.00201,-0.04953,0.0,0.0,0.68748,0,0,4,0.02037,0.80017,0.84482
0,tape_roll,3.2,reach_pre,0.07931,-0.00251,-0.04972,0.0,0.0,0.68748,0,0,4,0.02036,0.80017,0.84517
0,tape_roll,3.21,reach_pre,0.07987,-0.00401,-0.04992,0.0,0.0,0.68748,0,0,4,0.02039,0.80017,0.84598
0,tape_roll,3.22,reach_pre,0.08084,-0.005,-0.04969,0.0,0.0,0.68748,0,0,4,0.0204,0.80017,0.84603
0,tape_roll,3.23,reach_pre,0.08168,-0.0049,-0.04916,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.84508
0,tape_roll,3.24,reach_pre,0.08244,-0.00412,-0.04851,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.84358
0,tape_roll,3.25,reach_pre,0.08321,-0.00296,-0.04783,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.84182
0,tape_roll,3.26,reach_pre,0.08401,-0.00136,-0.04717,0.0,0.0,0.68748,0,0,4,0.02041,0.80017,0.83995
